STQ_U	0x0F	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_Store|S_Cacheable	store quadword unaligned: EA force-aligned by clearing low 3 bits
LDL	0x28	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRb|S_WritesRa|S_ReadsInt|S_WritesInt|S_Load|S_Cacheable	sign-extended 32-bit load: Ra <- sext_32(Mem[EA])
LDQ	0x29	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRb|S_WritesRa|S_ReadsInt|S_WritesInt|S_Load|S_Cacheable	64-bit aligned load
LDL_L	0x2A	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRb|S_WritesRa|S_ReadsInt|S_WritesInt|S_Load|S_Locked|S_Cacheable	sign-extended longword load locked
LDQ_L	0x2B	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRb|S_WritesRa|S_ReadsInt|S_WritesInt|S_Load|S_Locked|S_Cacheable	quadword load locked
STL	0x2C	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_Store|S_Cacheable	32-bit aligned store
STQ	0x2D	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_Store|S_Cacheable	64-bit aligned store
STL_C	0x2E	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRa|S_WritesInt|S_Store|S_Locked|S_Cacheable	store longword conditional; writes Ra with success indicator
STQ_C	0x2F	0x0	Direct	Mem	Mbox	S_MemFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRa|S_WritesInt|S_Store|S_Locked|S_Cacheable	store quadword conditional; writes Ra with success indicator


# ----------------------------------------------------------------------------
# Integer arithmetic -- opcode 0x10
# ----------------------------------------------------------------------------
ADDL	0x10	0x00	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	32-bit add; result sign-extended to 64
S4ADDL	0x10	0x02	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled add longword: Rc = sext((Ra*4 + Rb)<31:0>)
SUBL	0x10	0x09	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	32-bit subtract
S4SUBL	0x10	0x0B	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled sub longword: Rc = sext((Ra*4 - Rb)<31:0>)
CMPBGE	0x10	0x0F	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	per-byte unsigned compare; 8-bit result in low byte of Rc
S8ADDL	0x10	0x12	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled add longword: Rc = sext((Ra*8 + Rb)<31:0>)
S8SUBL	0x10	0x1B	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled sub longword: Rc = sext((Ra*8 - Rb)<31:0>)
CMPULT	0x10	0x1D	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	compare unsigned less than
ADDQ	0x10	0x20	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	64-bit add
S4ADDQ	0x10	0x22	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled add quadword: Rc = Ra*4 + Rb
SUBQ	0x10	0x29	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	64-bit subtract
S4SUBQ	0x10	0x2B	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled sub quadword: Rc = Ra*4 - Rb
S8ADDQ	0x10	0x32	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled add quadword: Rc = Ra*8 + Rb
S8SUBQ	0x10	0x3B	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	scaled sub quadword: Rc = Ra*8 - Rb
CMPEQ	0x10	0x2D	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	compare equal
CMPULE	0x10	0x3D	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	compare unsigned less or equal
CMPLT	0x10	0x4D	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	compare signed less than
CMPLE	0x10	0x6D	IntArith	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	compare signed less or equal

# ----------------------------------------------------------------------------
# Integer logical -- opcode 0x11
# ----------------------------------------------------------------------------
AND	0x11	0x00	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	bitwise AND
BIC	0x11	0x08	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	bit clear (AND NOT): Rc = Ra & ~Rb
CMOVLBS	0x11	0x14	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra<0> set; else Rc unchanged
CMOVLBC	0x11	0x16	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra<0> clear; else Rc unchanged
BIS	0x11	0x20	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	OR; canonical MOV pseudo-op (bis Rs, R31, Rd)
CMOVEQ	0x11	0x24	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra == 0; else Rc unchanged
CMOVNE	0x11	0x26	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra != 0; else Rc unchanged
ORNOT	0x11	0x28	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	OR NOT: Rc = Ra | ~Rb
XOR	0x11	0x40	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	bitwise XOR
CMOVLT	0x11	0x44	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra < 0 (signed); else Rc unchanged
CMOVGE	0x11	0x46	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra >= 0 (signed); else Rc unchanged
EQV	0x11	0x48	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	equivalence (XNOR): Rc = ~(Ra ^ Rb)
CMOVLE	0x11	0x64	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra <= 0 (signed); else Rc unchanged
CMOVGT	0x11	0x66	IntLogical	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	conditional move if Ra > 0 (signed); else Rc unchanged

# ----------------------------------------------------------------------------
# Integer shift + byte manipulation -- opcode 0x12
# ----------------------------------------------------------------------------
# Shifts proper.
SLL	0x12	0x39	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	shift left logical
SRL	0x12	0x34	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	shift right logical
SRA	0x12	0x3C	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	shift right arithmetic
# ZAP/ZAPNOT -- per-byte mask under literal control.
ZAP	0x12	0x30	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	zero per-byte where Rb<i> set
ZAPNOT	0x12	0x31	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	zero per-byte where Rb<i> clear
# Mask byte/word/long/quad -- low half family.
MSKBL	0x12	0x02	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask byte low
MSKWL	0x12	0x12	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask word low
MSKLL	0x12	0x22	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask longword low
MSKQL	0x12	0x32	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask quadword low
# Mask byte/word/long/quad -- high half family.
MSKWH	0x12	0x52	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask word high
MSKLH	0x12	0x62	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask longword high
MSKQH	0x12	0x72	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	mask quadword high
# Extract -- low half family.
EXTBL	0x12	0x06	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract byte low
EXTWL	0x12	0x16	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract word low
EXTLL	0x12	0x26	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract longword low
EXTQL	0x12	0x36	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract quadword low
# Extract -- high half family.
EXTWH	0x12	0x5A	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract word high
EXTLH	0x12	0x6A	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract longword high
EXTQH	0x12	0x7A	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	extract quadword high
# Insert -- low half family.
INSBL	0x12	0x0B	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert byte low
INSWL	0x12	0x1B	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert word low
INSLL	0x12	0x2B	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert longword low
INSQL	0x12	0x3B	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert quadword low
# Insert -- high half family.
INSWH	0x12	0x57	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert word high
INSLH	0x12	0x67	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert longword high
INSQH	0x12	0x77	IntShift	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	insert quadword high

# ----------------------------------------------------------------------------
# Integer multiply -- opcode 0x13
# ----------------------------------------------------------------------------
MULL	0x13	0x00	IntMul	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	32-bit multiply
MULQ	0x13	0x20	IntMul	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	64-bit multiply
UMULH	0x13	0x30	IntMul	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsRb|S_ReadsInt|S_WritesRc|S_WritesInt	unsigned multiply high (upper 64 bits of 128-bit product)

# ----------------------------------------------------------------------------
# Int <-> FP moves -- opcode 0x14 (ITFP)
# ----------------------------------------------------------------------------
ITOFS	0x14	0x004	ItFp	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsInt|S_WritesRc|S_WritesFp	integer -> FP single-precision move
ITOFT	0x14	0x024	ItFp	Op	Ebox	S_OpFormat|S_ReadsRa|S_ReadsInt|S_WritesRc|S_WritesFp	integer -> FP T-format move

# ----------------------------------------------------------------------------
# IEEE floating point arithmetic -- opcode 0x16 (FLTI)
# ----------------------------------------------------------------------------
# Each base op (ADDS/ADDT/SUBS/SUBT/MULS/MULT/DIVS/DIVT) has 16 modifier
# variants combining rounding mode (chopped/minus-inf/nearest/dynamic)
# crossed with trap mode (default/underflow/sw+underflow/sw+underflow+
# inexact).  All variants of a given base op share a single leaf via
# the leafBase column -- 16 GrainMaster rows route to one execAdds (etc.)
# leaf, which inspects the modifier bits at runtime to apply the right
# rounding and trap behaviour.
#
# The block below was emitted by codegen/expandFpVariants.py; re-run
# that script to regenerate, extend the BASES table to add new ops,
# extend the MODIFIERS table to add variants.

# --- ADDS family (16 variants; leafBase=ADDS) ---
ADDS_C	0x16	0x000	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (chopped)	ADDS
ADDS_M	0x16	0x040	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (minus-inf)	ADDS
ADDS	0x16	0x080	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (nearest)	ADDS
ADDS_D	0x16	0x0C0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (dynamic)	ADDS
ADDS_UC	0x16	0x100	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (underflow, chopped)	ADDS
ADDS_UM	0x16	0x140	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (underflow, minus-inf)	ADDS
ADDS_U	0x16	0x180	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (underflow, nearest)	ADDS
ADDS_UD	0x16	0x1C0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (underflow, dynamic)	ADDS
ADDS_SUC	0x16	0x500	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, chopped)	ADDS
ADDS_SUM	0x16	0x540	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, minus-inf)	ADDS
ADDS_SU	0x16	0x580	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, nearest)	ADDS
ADDS_SUD	0x16	0x5C0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, dynamic)	ADDS
ADDS_SUIC	0x16	0x700	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, inexact, chopped)	ADDS
ADDS_SUIM	0x16	0x740	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, inexact, minus-inf)	ADDS
ADDS_SUI	0x16	0x780	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, inexact, nearest)	ADDS
ADDS_SUID	0x16	0x7C0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDS (sw, underflow, inexact, dynamic)	ADDS

# --- ADDT family (16 variants; leafBase=ADDT) ---
ADDT_C	0x16	0x020	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (chopped)	ADDT
ADDT_M	0x16	0x060	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (minus-inf)	ADDT
ADDT	0x16	0x0A0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (nearest)	ADDT
ADDT_D	0x16	0x0E0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (dynamic)	ADDT
ADDT_UC	0x16	0x120	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (underflow, chopped)	ADDT
ADDT_UM	0x16	0x160	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (underflow, minus-inf)	ADDT
ADDT_U	0x16	0x1A0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (underflow, nearest)	ADDT
ADDT_UD	0x16	0x1E0	FltIeee	Fp	Fbox	S_FpFormat|S_ReadsRa|S_ReadsRb|S_ReadsFp|S_WritesRc|S_WritesFp|S_FpTrap	IEEE ADDT (underflow, dynamic)	ADDT
