# ============================================================================
# emulatr_env_registry.tsv -- curated EMULATR_* runtime variable registry
# ============================================================================
# Project: EmulatR -- EmulatrLaunch (SPEC-LAUNCH-001 Rev D.2)
# Spec:    Section 7.1 (V1/V2) -- the ONLY source of rows for the W6 panel.
#
# GATE G2b CLOSED 2026-08-14: generated by tools/gen_env_registry.py from the
# core tree's getenv("EMULATR_*") census.  Regeneration PRESERVES the curated
# columns of existing rows (kind/default/description/tier) and refreshes only
# the anchors; new core knobs are appended tier=dev (fail closed).  Edit
# curation HERE; edit existence in the CORE.
#
# Rows tagged [diag builds] act only in relwithdebinfo/debug binaries -- the
# diagnostic layer is compiled out of release (see the per-system Emulator
# binary selector in the Details tab).
#
# name<TAB>kind(flag|path|integer|enum)<TAB>default<TAB>description<TAB>tier(safe|dev|denied)<TAB>anchor
# ============================================================================
EMULATR_DIAG_WMIN	integer		Minimum value threshold for the retire diagnostic (value). [diag builds]	dev	pipelineLib/PipelineDriver.h:1124
EMULATR_DIAG_WREG	flag		Register the retire diagnostic watches (value). [diag builds]	dev	pipelineLib/PipelineDriver.h:1123
EMULATR_DIVERT_PALSWAP	flag		PAL-swap divert engine (default ON). Set 0 only for A/B comparison; a bare disable diverges on the wrong PAL bank (vptb=0 cascade).	dev	pipelineLib/PipelineDriver.h:1517
EMULATR_DTBMISS_DIAG	flag		Enable the DTB-miss diagnostic.	dev	pipelineLib/PipelineDriver.h:1300
EMULATR_DTBM_PROBE	flag		Enable the DTB-miss probe (silent and zero-cost when unset).	dev	pipelineLib/MemDrainer.h:497
EMULATR_FAULT_CYCHI	integer		Fault-event log: record faults only up to this cycle.	dev	coreLib/FaultEventLog.cpp:66
EMULATR_FAULT_CYCLO	integer		Fault-event log: record faults only at/after this cycle.	dev	coreLib/FaultEventLog.cpp:64
EMULATR_FAULT_LOUD	flag		Fault-event log: print each recorded fault to stderr as it happens.	dev	coreLib/FaultEventLog.cpp:62
EMULATR_FAULT_RINGDUMP_VA	integer		Dump the decode-listing lookback ring when a fault raises on this virtual address (hex). The only trigger that can end a ring ON a faulting instruction, since faulting stores never retire. [diag builds]	dev	main.cpp:376
EMULATR_FDC_TRACE	flag		Trace 82077 floppy controller commands and IRQ6 edges.	dev	deviceLib/Tsunami/Floppy82077.h:294
EMULATR_FLASH_ROM	path		Path override for the flash-ROM backing file.	dev	systemLib/Machine.cpp:490
EMULATR_FLASH_TRACE	flag		Trace flash-ROM command/state-machine traffic. [diag builds]	dev	chipsetLib/FlashRom.cpp:45
EMULATR_FP_SOFTFLOAT	flag		Force the Berkeley SoftFloat FP backend at runtime.	dev	fpBoxLib/fp_backend_active.cpp:56
EMULATR_GATE	path		Retire-listing gate spec open:0xPC,close:0xPC[,rev:N] -- opens and closes the dec listing at retire PCs. [diag builds]	dev	main.cpp:550
EMULATR_GCT_WATCH	flag		Watch guest-configuration-tree region stores. [diag builds]	dev	pipelineLib/MemDrainer.h:1467
EMULATR_GMEM_WATCH	flag		Watch guest-memory accesses at a single physical address (value = hex PA).	dev	memoryLib/GuestMemory.cpp:138
EMULATR_GMEM_WATCH_HI	flag		High bound of a guest-memory watch range (value = hex PA).	dev	memoryLib/GuestMemory.cpp:178
EMULATR_GMEM_WATCH_LO	flag		Low bound of a guest-memory watch range (value = hex PA).	dev	memoryLib/GuestMemory.cpp:175
EMULATR_HALT_DIAG	flag		Pin where the console halts on the b dqa0 handoff: the swppal / console_exit transfer PC and halt code.	dev	pipelineLib/PipelineDriver.h:1195
EMULATR_HOOKA_CYC_FLOOR	integer		Suppress the ACVPROBE hook until this cycle is reached (value).	dev	mmuLib/Ev6Translator.h:590
EMULATR_HOOKA_VA	integer		Target VA for the ACVPROBE translation hooks; dumps issuing PC and GPRs on match (value = hex VA).	dev	mmuLib/Ev6Translator.h:617
EMULATR_HWRPB_SCAN_FILE	path		Output file for the HWRPB scan results.	dev	systemLib/Machine.cpp:1476
EMULATR_IDE_TRACE	flag		Trace the ALi M5229 IDE controller taskfile activity.	dev	deviceLib/Tsunami/AliM5229Ide.h:89
EMULATR_IDLEWARP	flag		REMOVED 2026-08-01 (injection: fabricated system-clock advance across idle spins). Stripped from every child environment.	denied	quarantined (no core read)
EMULATR_IFETCH_DIAG	flag		I-fetch diagnostic at the missing OS-side base: dumps i_ctl / va_ctl VPTB, ptbr, and palBase at that point (capped).	dev	pipelineLib/PipelineDriver.h:207
EMULATR_IIC_CTRL_TRACE	flag		Trace PCF8584 IIC controller-register (S0/S1) accesses.	dev	deviceLib/Tsunami/IicPcf8584.h:213
EMULATR_IIC_DIAG	flag		PAL-level IIC diagnostic.	dev	palBoxLib/grains/PalEntries.cpp:638
EMULATR_IIC_IRQ_BIT	integer		Override the Cchip DRIR bit used for the IIC interrupt (value; default -1 = auto).	dev	chipsetLib/TsunamiChipset.h:409
EMULATR_IIC_TRACE	flag		Trace IIC controller byte-level traffic (needs EMULATR_DIAGNOSTIC_LOGGING).	dev	deviceLib/Tsunami/IicPcf8584.h:435
EMULATR_IIC_WATCH	flag		Watch IIC accesses at the MemDrainer seam.	dev	pipelineLib/MemDrainer.h:1705
EMULATR_ITBPROBE_VA	integer		Target VA for the ITB probe (value = hex VA).	dev	mmuLib/Ev6Translator.h:796
EMULATR_LOAD_WATCH_CAP	integer		Load-watch: stop after this many hits. [diag builds]	dev	pipelineLib/MemDrainer.h:1030
EMULATR_LOAD_WATCH_CYCHI	integer		Load-watch: end of the cycle window. [diag builds]	dev	pipelineLib/MemDrainer.h:1028
EMULATR_LOAD_WATCH_CYCLO	integer		Load-watch: start of the cycle window. [diag builds]	dev	pipelineLib/MemDrainer.h:1027
EMULATR_LOAD_WATCH_PA	integer		Load-watch: log loads touching this physical address (hex). [diag builds]	dev	pipelineLib/MemDrainer.h:1026
EMULATR_LOAD_WATCH_PC	integer		Load-watch: restrict to loads issued from this PC (hex). [diag builds]	dev	pipelineLib/MemDrainer.h:1025
EMULATR_LOG_STEM	path		Override the log/trace artifact-name stem (default: the firmware basename), so two same-platform instances write separable artifacts.	safe	coreLib/LogArtifactPath.cpp:83
EMULATR_LOOKBACK	integer		Depth of the decode-listing lookback ring used by ring dumps (instructions). [diag builds]	dev	main.cpp:377
EMULATR_NO_AUTOLOAD	flag		unset	dev	main.cpp:680
EMULATR_NO_PUTTY	flag		Do not auto-launch PuTTY for the console; connect your own client to the console port.	safe	systemLib/Machine.cpp:378
EMULATR_PA_WATCH	flag		Physical-address base for the MemDrainer store/load watch (value = hex PA).	dev	pipelineLib/MemDrainer.h:1159
EMULATR_PA_WATCH_LEN	integer		Length in bytes of the EMULATR_PA_WATCH window (value).	dev	pipelineLib/MemDrainer.h:1164
EMULATR_PCHIP_DMA_TRACE_N	integer		Trace the first N Pchip DMA window translations. [diag builds]	dev	chipsetLib/TsunamiPchip.h:1691
EMULATR_PCHIP_WIN_PROBE	flag		Log Pchip DMA window-register programming. [diag builds]	dev	chipsetLib/TsunamiPchip.h:599
EMULATR_PCI_CFG_TRACE	flag		Trace PCI configuration-space reads and writes at the Pchip.	dev	chipsetLib/TsunamiPchip.h:1649
EMULATR_PCTRACE	flag		Log retired PCs to the PC trace. [diag builds]	dev	coreLib/PcTrace.h:60
EMULATR_PCTRACE_N	integer		Cap the PC trace at N entries. [diag builds]	dev	coreLib/PcTrace.h:62
EMULATR_PC_GATE	flag		Gate the decode-listing trace to a specific PC (value = hex PC).	dev	main.cpp:375
EMULATR_PIC_TRACE	flag		Trace 8259 PIC command/mask traffic (needs EMULATR_DIAGNOSTIC_LOGGING).	dev	chipsetLib/Pic8259Pair.h:315
EMULATR_PLATFORM	enum		Platform selector consulted at the MemDrainer seam (e.g. ds10 / ds20 / es40).	dev	pipelineLib/MemDrainer.h:865
EMULATR_PLATFORM_CONFIG	path		Path override for the platform manifest (default: <firmware-stem>_platform.json beside the executable).	dev	systemLib/Machine.cpp:507
EMULATR_PROBE_SUPMODE	flag		PALcode supervisor-mode probe diagnostic. [diag builds]	dev	palBoxLib/grains/PalEntries.cpp:2872
EMULATR_PROBE_SUPMODE_ARM	flag		Staged arming variant of the supervisor-mode probe. [diag builds]	dev	palBoxLib/grains/PalEntries.cpp:3915
EMULATR_PROBE_SUPMODE_ARM12	flag		Staged arming variant (stages 1-2) of the supervisor-mode probe. [diag builds]	dev	palBoxLib/grains/PalEntries.cpp:3035
EMULATR_PROBE_SUPMODE_ARM23	flag		Staged arming variant (stages 2-3) of the supervisor-mode probe. [diag builds]	dev	palBoxLib/grains/PalEntries.cpp:3002
EMULATR_PTBR_DIAG	flag		Diagnostic for the PT__PTBR page-table base.	dev	palBoxLib/grains/PalEntries.cpp:2060
EMULATR_PTEMP_PROBE	flag		On double TB-miss faults, log PAL-bank p_temp (r21) from both banks, capped. [diag builds]	dev	pipelineLib/MemDrainer.h:557
EMULATR_RETIRE_TRACE_DIR	path		Directory for retire-trace output (default: traces/ under the run dir).	dev	traceLib/BreakpointSink.cpp:257
EMULATR_RSCCWARP	flag		REMOVED 2026-08-01 (injection: out-of-band 0x3c970 rewrite). Stripped from every child environment.	denied	quarantined (no core read)
EMULATR_RSCC_DIAG	flag		Log RSCC cycle-counter PAL reads. [diag builds]	dev	palBoxLib/grains/PalEntries.cpp:3545
EMULATR_SCAN_PATTERN	flag		String pattern for the HWRPB system scan (value; default HEAX1PEER).	dev	systemLib/Machine.cpp:1608
EMULATR_SCSI_MOVE_PROBE	flag		Log NCR53C810 SCRIPTS MOVE phases. [diag builds]	dev	deviceLib/Tsunami/Ncr53C810.h:2376
EMULATR_SCSI_TRACE	flag		Trace NCR53C810 SCSI SCRIPTS execution. [diag builds]	dev	deviceLib/Tsunami/Ncr53C810.h:2363
EMULATR_SNAPSHOT_MARKER	flag		set oem_string snapshot	dev	deviceLib/Tsunami/Uart16550.h:657
EMULATR_SNAPSHOT_PRUNE	flag		unset	dev	systemLib/Snapshot.cpp:538
EMULATR_SPINSKIP	flag		Enable spin-loop skipping (idle acceleration).	dev	systemLib/SpinSkip.h:81
EMULATR_SPINSKIP_THRESH	integer		Iteration threshold before a detected spin is skipped (value).	dev	systemLib/SpinSkip.h:83
EMULATR_SPINSKIP_VERBOSE	flag		Verbose spin-skip logging.	dev	systemLib/SpinSkip.h:86
EMULATR_START_WATCH	flag		Watch the SMP secondary-CPU START handshake accesses.	dev	pipelineLib/MemDrainer.h:1649
EMULATR_STOP_FILE	path		Path of the graceful-stop sentinel the core polls (default: EMULATR_STOP in the run dir). The launcher manages this; override only for custom harnesses.	dev	systemLib/Machine.cpp:1457
EMULATR_SYSVAR_WATCH	flag		Watch the IIC sysvar / OCP model-badge probe accesses.	dev	pipelineLib/MemDrainer.h:1503
EMULATR_TICKWARP	flag		REMOVED 2026-08-01 (dead name in the warp family). Stripped from every child environment.	denied	quarantined (no core read)
EMULATR_TIG_RESET	flag		Override TIG (server-management glue) reset handling; see the anchor for semantics.	dev	chipsetLib/TsunamiTig.h:160
EMULATR_TIG_TRACE	flag		Trace TIG register traffic (needs EMULATR_DIAGNOSTIC_LOGGING).	dev	chipsetLib/TsunamiTig.h:231
EMULATR_TOY_MODE	enum		TOY clock source mode; see the anchor for accepted values (host time vs stored).	safe	deviceLib/Tsunami/ToyRtc.h:545
EMULATR_TOY_NVRAM	path		Path override for the TOY/CMOS NVRAM backing file (default: <stem>_toy.bin).	dev	systemLib/Machine.cpp:437
EMULATR_TRACE_ARM_INSTRS	integer		Number of instructions to record once the trace is armed (value; default 8000000).	dev	deviceLib/Tsunami/IicPcf8584.h:459
EMULATR_TRACE_ARM_ON_DTBM	flag		Arm the trace on the next DTB miss.	dev	pipelineLib/PipelineDriver.h:1325
EMULATR_TRACE_ARM_ON_IIC	flag		Arm the trace on the next IIC access.	dev	deviceLib/Tsunami/IicPcf8584.h:453
EMULATR_TRACE_ARM_PA	integer		Arm the retire trace when a store hits this physical address (value = hex PA).	dev	memoryLib/GuestMemory.cpp:141
EMULATR_TRACE_ARM_VAL	integer		Value that, written to EMULATR_TRACE_ARM_PA, arms the trace (value).	dev	memoryLib/GuestMemory.cpp:144
EMULATR_TRACE_DISARM_PA	integer		Disarm the retire trace when a store hits this physical address (value = hex PA).	dev	memoryLib/GuestMemory.cpp:152
EMULATR_TRACE_DISARM_VAL	integer		Value that, written to EMULATR_TRACE_DISARM_PA, disarms the trace (value).	dev	memoryLib/GuestMemory.cpp:155
EMULATR_TRACE_ON_BOOTSTRAP	flag		Arm the trace at the bootstrap (0x20000000) handoff.	dev	deviceLib/Tsunami/Uart16550.h:1036
EMULATR_TRACE_WINDOW	integer		Windowed retire-trace length around gate events (instructions). [diag builds]	dev	main.cpp:373
EMULATR_TULIP_TRACE	flag		Trace the DEC 21143 (DE500 Tulip) NIC: one-shot DMA-window dump plus per-translate trace.	dev	chipsetLib/TsunamiPchip.h:600
EMULATR_UARTWATCH	flag		Watch and trace 16550 UART register accesses.	dev	deviceLib/Tsunami/Uart16550.h:751
EMULATR_UART_TRACE_MARKER	flag		Arm the decode-listing value/PC gate when this exact line is transmitted on the console UART (message-armed gating). [diag builds]	dev	deviceLib/Tsunami/Uart16550.h:1065
EMULATR_UART_TRACE_WINDOW	integer		Console-UART trace window: log N UART events after arming. [diag builds]	dev	deviceLib/Tsunami/Uart16550.h:1018
EMULATR_UDELAYWARP	flag		Warp guest micro-delay spin loops (the safe successor of the retired warp family).	dev	systemLib/Machine.cpp:1988
EMULATR_UDELAYWARP_LEGACY_UNSAFE	flag		REMOVED 2026-08-01 (injection: jumped to an RSCC deadline, skipping timer edges). Stripped from every child environment.	denied	quarantined (no core read)
EMULATR_VACTL_DIAG	flag		Log every VA_CTL and I_CTL write (the VACTL-DIAG probe).	dev	palBoxLib/grains/PalEntries.cpp:2632
EMULATR_VACTL_DIAG_N	integer		Log the first N VA_CTL PAL accesses. [diag builds]	dev	palBoxLib/grains/PalEntries.cpp:2639
EMULATR_VALUE_GATE	flag		Gate the decode-listing trace on a specific value (value).	dev	main.cpp:374
EMULATR_VALUE_GATE_FLOOR	integer		Lower bound applied to EMULATR_VALUE_GATE (value).	dev	traceLib/DecListingSink.cpp:45
EMULATR_VAL_WATCH	flag		Watch for a specific value as it executes during b dqa0 (value; capped).	dev	pipelineLib/MemDrainer.h:1202
EMULATR_VAL_WATCH_CYCLO	integer		Cycle floor for EMULATR_VAL_WATCH; skips early cold-boot noise (value).	dev	pipelineLib/MemDrainer.h:1209
EMULATR_VA_WATCH	integer		Watch a virtual address (hex): log accesses with writer PC, value, and ASN. [diag builds]	dev	pipelineLib/MemDrainer.h:1253
EMULATR_VA_WATCH_ASN	integer		Restrict the VA-watch to this address-space number. [diag builds]	dev	pipelineLib/MemDrainer.h:1269
EMULATR_VA_WATCH_LEN	integer		Byte length of the VA-watch window. [diag builds]	dev	pipelineLib/MemDrainer.h:1258
EMULATR_VA_WATCH_RINGDUMP	flag		Dump the lookback ring when the VA-watch hits. [diag builds]	dev	pipelineLib/MemDrainer.h:1368
EMULATR_VA_WATCH_TRACE	flag		Emit a trace line on every VA-watch hit instead of a one-shot report. [diag builds]	dev	pipelineLib/MemDrainer.h:1344
EMULATR_VECWATCH_VAL	integer		Watch guest memory for a specific value (value; EMULATR_DIAGNOSTIC_LOGGING builds).	dev	memoryLib/GuestMemory.cpp:201
EMULATR_VGA_DUMP	flag		Path to dump the VGA text framebuffer to (value = file path).	dev	deviceLib/Tsunami/VgaTextConsole.h:81
EMULATR_VPTB_DIAG	flag		Diagnostic for MTPR_VPTB / VPTB writes.	dev	palBoxLib/grains/PalEntries.cpp:1680
EMULATR_XLATE	flag		Log MMU translations. [diag builds]	dev	mmuLib/Ev6Translator.h:288
EMULATR_XLATE_CYC	integer		Start MMU translation logging at this cycle. [diag builds]	dev	mmuLib/Ev6Translator.h:290
EMULATR_XLATE_VAHI	integer		Upper bound (hex VA) of the translation-log window. [diag builds]	dev	mmuLib/Ev6Translator.h:303
EMULATR_XLATE_VALO	integer		Lower bound (hex VA) of the translation-log window. [diag builds]	dev	mmuLib/Ev6Translator.h:302
